prefix	input_text	target_text
translate english to pcm	Why, then, when I came, was there no man? and no one to give answer to my voice? has my hand become feeble, so that it is unable to take up your cause? or have I no power to make you free? See, at my word the sea becomes dry, I make the rivers a waste land: their fish are dead for need of water, and make an evil smell. 	Why my pipol nor ansa wen I go meet dem sey I go save dem? Why dem nor ansa wen I koll dem? I nor get pawa rish to save dem? But I fit kommand di sea make e dry kon turn river to desert, so dat di fish dem go die.
translate pcm to english	But the different different government today don mek people hate theirself because dem dey talk sey na their country better pass .	But human governments have divided people by claiming that their nation is the best .
translate english to pcm	Like... sometimes, we would buy bottles of beer, and we would drink.	Like sometimes, we go buy beer, we go drink.
translate english to pcm	How did they handle them ?	But wetin help dem ?
translate pcm to english	Sometimes , e no bad for person to leave im marriage go stay im own .	Separation might at times be justified .
translate english to pcm	We can use good posture by holding our songbook up high .	We fit stand well . Wetin go help us na to hold our songbook go up .
translate english to pcm	But be self-controlled in all things, do without comfort, go on preaching the good news, completing the work which has been given you to do. 	But make yu kontrol yorsef for evritin. Nor fear to sofa for Christ. Dey do God work and dey tell odas about di Good News.
translate english to pcm	And again he says, Take part, you Gentiles, in the joy of his people. 	God word still sey, “Gentile pipol! Make una happy with God pipol.”
translate pcm to english	Once you bow to me, so you go get all di money.	Once you bow to me, you will take possession of all the money.
translate pcm to english	and how awa priest oga dem and di pipol wey dey rule us kill-am trowey.	And how the chief priests and our rulers gave him up to be put to death on the cross. 
translate english to pcm	For what is the hope of the sinner when he is cut off, when God takes back his soul? 	Doz wey nor know God before dem die, na wish kind hope dem get?
translate english to pcm	Later , the governing body was called upon to decide whether non - Jewish Christians should be required to submit to circumcision , as had been required of Jews by the Law of Moses .	Later , e come get one matter wey the governing body need to handle . Dem come dey think am if the brothers wey no be Jew need to circumcise as Moses Law talk .
translate english to pcm	Or let him put himself under my power, and make peace with me.	But if my pipol enemies wont make I protet dem, make dem make peace with mi. Yes! Make dem make peace with mi.”
translate english to pcm	And Mordecai came back to the king's doorway. But Haman went quickly back to his house, sad and with his head covered. 	Den Mordekai go back to di palis gate, while Haman kover en face with shame kon run go house.
translate english to pcm	A sharp man keeps back his knowledge; but the heart of foolish men makes clear their foolish thoughts. 	Wise pipol nor dey karry body up, but foolish pipol dey show dia foolishness.
translate english to pcm	And Jehoash went to rest with his fathers, and was put into the earth in Samaria with the kings of Israel; and Jeroboam his son became king in his place. 	Jehoash die and Jeroboam kon take-ova as king. Dem beri am with Israel kings for Samaria.
translate english to pcm	But now, that's not the only thing we do.	But now, no be di only ting wey we dey dey do.
translate pcm to english	Bikos of wetin dem rite put for di leta, all di pipol happy wen dem read am out.	And after reading it, they were glad of its comfort. 
translate pcm to english	Den Fero kwik-kwik sey make dem koll Moses and Aaron and e tell dem, “I don sin against di Oga una God and against una!	Then Pharaoh quickly sent for Moses and Aaron, and said, I have done evil against the Lord your God and against you.
translate pcm to english	But e get differences wey dey between men, and women, wey make men like ball, wey women no too send am.	But there are differences between men and women, which make men like football while the women don't really care for it.
translate english to pcm	Mstchew, so I was thinking on that particular day.	Mtschew so dat day, I come dey tink.
translate english to pcm	O Lord my God, I put my faith in you; take me out of the hands of him who is cruel to me, and make me free;	My Oga God, I don kom meet Yu make Yu protet mi. So make Yu save mi from doz wey won kill mi!
translate pcm to english	Sometimes , e dey hard us to choose whether we go help other people or put eye for only wetin we want .	For some , this is an ongoing conflict , or a balancing act .
translate pcm to english	Many circuit overseer talk sey dem and their wife dey happy well well even if na small letter person write to thank dem for their visit .	Many circuit overseers have stated how encouraged they and their wives felt after receiving even a short note of gratitude for their visit to a congregation .
translate pcm to english	Una wey bi savants, make una obey una mastas (dey do wetin dem tok) for evritin and nor bi only wen dem dey look una. Make una nor dey do like pipol wey wont make dempraizdem, butmakeunadeyobeywithbettamind, bikosunadeyfearGod.	Servants, in all things do the orders of your natural masters; not only when their eyes are on you, as pleasers of men, but with all your heart, fearing the Lord:
translate pcm to english	“Man pikin, choose two road where Babilon king go pass kom with en swod. Di two road must start from di same kountry. Do sign post make yu put am for where di roads for start kon enter di kountry.	And you, son of man, have two ways marked out, so that the sword of the king of Babylon may come; let the two of them come out of one land: and let there be a pillar at the top of the road: 
